Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPperG,PTSperG,RBperG,ASTperG,WS,WS/48,BPM,VORP,Year
52,PHI,Mitch Edwards,University of Texas Rio Grande Valley,,,0.0,,,,,,,,,,,,,,,1965
53,STL,John Rambo,Cal State Long Beach,,,0.0,,,,,,,,,,,,,,,1965
54,CIN,Leon Clements,Ouachita Baptist University,,,0.0,,,,,,,,,,,,,,,1965
55,LAL,Teo Cruz,Seattle University,,,0.0,,,,,,,,,,,,,,,1965
56,BOS,Haskell Tison,Duke,,,0.0,,,,,,,,,,,,,,,1965
57,SFW,Dan Wolthers,California,,,0.0,,,,,,,,,,,,,,,1965
58,NYK,Dale Neel,High Point University,,,0.0,,,,,,,,,,,,,,,1965
59,BAL,Willie Somerset,Duquesne,1,8,98.0,45,15,9,.419,,.818,12.3,5.6,1.9,1.1,0.1,.056,,,1965
60,PHI,John Young,Midwestern State University,,,0.0,,,,,,,,,,,,,,,1965
61,STL,Terry Kunze,Minnesota,,,0.0,,,,,,,,,,,,,,,1965
62,CIN,Jeff Gehring,Miami University,,,0.0,,,,,,,,,,,,,,,1965
63,LAL,DeWayne Cruse,Idaho State University,,,0.0,,,,,,,,,,,,,,,1965
64,BOS,George Deehan,Lenoir-Rhyne College,,,0.0,,,,,,,,,,,,,,,1965
65,SFW,Willie Cotton,Central State University,,,0.0,,,,,,,,,,,,,,,1965
66,NYK,Frank Granat,Alliance College,,,0.0,,,,,,,,,,,,,,,1965
67,BAL,Jim Murphy,DePaul,,,0.0,,,,,,,,,,,,,,,1965
68,PHI,Bob Barnek,St. Bonaventure,,,0.0,,,,,,,,,,,,,,,1965
69,STL,Cincy Powell,University of Portland,,,0.0,,,,,,,,,,,,,,,1965
70,CIN,Jim Fox,South Carolina,10,743,17294.0,6945,5525,1201,.479,,.770,23.3,9.3,7.4,1.6,41.8,.116,-0.1,2.8,1965
71,LAL,George Unseld,Kansas,,,0.0,,,,,,,,,,,,,,,1965
72,NYK,Jay Neary,UNC Wilmington,,,0.0,,,,,,,,,,,,,,,1965
73,BAL,John Wendelken,Holy Cross,,,0.0,,,,,,,,,,,,,,,1965
74,PHI,Gene West,Drake University,,,0.0,,,,,,,,,,,,,,,1965
75,STL,Leroy Walker,Utah State University,,,0.0,,,,,,,,,,,,,,,1965
76,CIN,Ron Krick,Cincinnati,,,0.0,,,,,,,,,,,,,,,1965
77,LAL,Mal Pradd,Dillard University,,,0.0,,,,,,,,,,,,,,,1965
78,NYK,Wayne Molis,Lewis (IL),1,13,75.0,45,22,2,.373,,.538,5.8,3.5,1.7,0.2,-0.2,-.099,,,1965
79,BAL,Bogie Redmon,Illinois,,,0.0,,,,,,,,,,,,,,,1965
80,PHI,Dean Church,Louisiana,,,0.0,,,,,,,,,,,,,,,1965
81,STL,Spencer Carlson,Baylor,,,0.0,,,,,,,,,,,,,,,1965
82,CIN,Richie Dec,Seton Hall,,,0.0,,,,,,,,,,,,,,,1965
83,LAL,Don Rae,Montana State,,,0.0,,,,,,,,,,,,,,,1965
84,NYK,Bill Meyer,Hiram College,,,0.0,,,,,,,,,,,,,,,1965
85,BAL,Thales McReynolds,Miles College,1,5,28.0,3,6,1,.083,,.500,5.6,0.6,1.2,0.2,-0.2,-.356,,,1965
86,PHI,Curt Fromal,La Salle,,,0.0,,,,,,,,,,,,,,,1965
87,STL,Weldon Kytle,Cleveland State University,,,0.0,,,,,,,,,,,,,,,1965
88,CIN,Dick Maile,LSU,,,0.0,,,,,,,,,,,,,,,1965
89,LAL,Bob Andrews,Alabama,,,0.0,,,,,,,,,,,,,,,1965
90,NYK,Bob Trupin,Yale,,,0.0,,,,,,,,,,,,,,,1965
91,BAL,Walt Sahm,Notre Dame,,,0.0,,,,,,,,,,,,,,,1965
92,PHI,Dan Anderson,Augsburg College,,,0.0,,,,,,,,,,,,,,,1965
93,STL,Elton McGriff,Creighton,,,0.0,,,,,,,,,,,,,,,1965
94,CIN,Robert McCollough,Benedict College,,,0.0,,,,,,,,,,,,,,,1965
95,NYK,Dennis McGovern,Rhode Island,,,0.0,,,,,,,,,,,,,,,1965
96,BAL,Joe Ramsey,Southern Illinois,,,0.0,,,,,,,,,,,,,,,1965
97,PHI,Rick Park,Tulsa,,,0.0,,,,,,,,,,,,,,,1965
98,STL,Mel Northway,Minnesota,,,0.0,,,,,,,,,,,,,,,1965
99,CIN,Oliver Jones,Albany State University,,,0.0,,,,,,,,,,,,,,,1965
100,BAL,Jerry Rook,Arkansas State University,,,0.0,,,,,,,,,,,,,,,1965
101,PHI,Jack Margenthaler,Houston,,,0.0,,,,,,,,,,,,,,,1965
102,STL,Terry Page,Detroit Mercy,,,0.0,,,,,,,,,,,,,,,1965
103,CIN,Larry Franks,Texas,,,0.0,,,,,,,,,,,,,,,1965
104,BAL,Dave Hicks,,,,0.0,,,,,,,,,,,,,,,1965
105,PHI,James Pitts,Georgia,,,0.0,,,,,,,,,,,,,,,1965
106,STL,George Pomey,Michigan,,,0.0,,,,,,,,,,,,,,,1965
107,CIN,Ronald Scharf,Georgia Tech,,,0.0,,,,,,,,,,,,,,,1965
108,BAL,Bunk Adams,Ohio University,,,0.0,,,,,,,,,,,,,,,1965
109,PHI,Larry Rafferty,Fairfield,,,0.0,,,,,,,,,,,,,,,1965
110,STL,Bob Tolan,Eastern Kentucky University,,,0.0,,,,,,,,,,,,,,,1965
111,CIN,Willie Porter,Tennessee State,,,0.0,,,,,,,,,,,,,,,1965
112,BAL,Roger Taylor,Illinois,,,0.0,,,,,,,,,,,,,,,1965
1,NYK,Cazzie Russell,Michigan,12,817,22213.0,12377,3068,1838,.464,,.827,27.2,15.1,3.8,2.2,51.7,.112,-0.5,3.3,1966
2,DET,Dave Bing,Syracuse,12,901,32769.0,18327,3420,5397,.441,,.775,36.4,20.3,3.8,6.0,68.8,.101,-0.3,5.6,1966
3,SFW,Clyde Lee,Vanderbilt,10,742,19885.0,5733,7626,788,.432,,.614,26.8,7.7,10.3,1.1,33.5,.081,-2.3,-0.4,1966
4,STL,Lou Hudson,Minnesota,13,890,29794.0,17940,3926,2432,.489,,.797,33.5,20.2,4.4,2.7,81.0,.131,0.4,6.8,1966
5,BAL,Jack Marin,Duke,11,849,24590.0,12541,4405,1813,.465,,.843,29.0,14.8,5.2,2.1,59.3,.116,-1.7,0.5,1966
6,CIN,Walt Wesley,Kansas,10,590,10306.0,5002,3243,385,.434,,.630,17.5,8.5,5.5,0.7,9.5,.044,-2.7,-0.1,1966
7,LAL,Jerry Chambers,Utah,4,239,3691.0,1931,739,182,.442,,.747,15.4,8.1,3.1,0.8,2.8,.037,,,1966
8,BOS,Jim Barnett,Oregon,11,732,17410.0,8536,2259,2232,.435,,.797,23.8,11.7,3.1,3.0,33.2,.092,-1.1,1.1,1966
9,PHI,Matt Guokas,Saint Joseph's,10,735,16603.0,4285,1446,2174,.489,,.727,22.6,5.8,2.0,3.0,26.7,.077,-1.8,0.2,1966
10,CHI,Dave Schellhase,Purdue,2,73,513.0,208,76,60,.349,,.567,7.0,2.8,1.0,0.8,-0.6,-.061,,,1966
11,NYK,Henry Akin,Morehead State University,2,86,712.0,304,177,39,.351,,.676,8.3,3.5,2.1,0.5,-1.2,-.084,,,1966
12,DET,Dorie Murrey,Detroit Mercy,6,357,4486.0,1683,1555,226,.425,,.679,12.6,4.7,4.4,0.6,6.5,.070,,,1966
13,SFW,Joe Ellis,San Francisco,8,524,10374.0,4623,2686,716,.398,,.727,19.8,8.8,5.1,1.4,5.0,.023,-4.0,-0.3,1966
14,STL,Dick Snyder,Davidson,13,964,25676.0,11755,2732,2767,.488,,.824,26.6,12.2,2.8,2.9,58.3,.109,0.1,5.4,1966
15,BAL,Neil Johnson,Creighton,4,202,2263.0,798,685,217,.426,,.613,11.2,4.0,3.4,1.1,2.0,.042,,,1966
16,CIN,Jerry Lee Wells,Oklahoma City University,,,0.0,,,,,,,,,,,,,,,1966
17,LAL,Hank Finkel,Dayton,9,551,6866.0,2790,2151,426,.449,,.662,12.5,5.1,3.9,0.8,13.5,.094,-3.0,-0.2,1966
18,BOS,Leon Clark,Wyoming,,,0.0,,,,,,,,,,,,,,,1966
19,PHI,Bill Melchionni,Villanova,2,144,1450.0,640,202,203,.412,,.673,10.1,4.4,1.4,1.4,1.0,.033,,,1966
20,CHI,Erwin Mueller,San Francisco,6,425,9541.0,3248,2050,853,.429,,.627,22.4,7.6,4.8,2.0,9.6,.048,,,1966
21,NYK,Stew Johnson,Murray State,,,0.0,,,,,,,,,,,,,,,1966
22,DET,Ollie Darden,Michigan,,,0.0,,,,,,,,,,,,,,,1966
23,SFW,Steve Chubin,Rhode Island,,,0.0,,,,,,,,,,,,,,,1966
24,STL,Tommy Kron,Kentucky,3,184,3139.0,1193,603,518,.389,,.753,17.1,6.5,3.3,2.8,1.8,.028,,,1966
25,BAL,Dave Wagnon,Idaho State University,,,0.0,,,,,,,,,,,,,,,1966
26,CIN,Jim Ware,Oklahoma City University,2,63,429.0,143,146,13,.284,,.647,6.8,2.3,2.3,0.2,-1.1,-.125,,,1966
27,LAL,John Block,USC,10,597,14316.0,7106,3965,805,.433,,.778,24.0,11.9,6.6,1.3,32.7,.110,-0.8,0.8,1966
28,BOS,Gary Turner,TCU,,,0.0,,,,,,,,,,,,,,,1966
29,PHI,Donnie Freeman,Illinois,1,64,1480.0,689,180,171,.434,,.819,23.1,10.8,2.8,2.7,2.4,.078,-1.5,0.2,1966
30,CHI,Ed Bodkin,Eastern Kentucky University,,,0.0,,,,,,,,,,,,,,,1966
31,NYK,Lee DeFore,Auburn,,,0.0,,,,,,,,,,,,,,,1966
32,DET,Jeff Congdon,BYU,,,0.0,,,,,,,,,,,,,,,1966
33,SFW,Steve Vacendak,Duke,,,0.0,,,,,,,,,,,,,,,1966
34,STL,Bob McIntyre,St. John's,,,0.0,,,,,,,,,,,,,,,1966
35,BAL,George Peeples,Iowa,,,0.0,,,,,,,,,,,,,,,1966
36,CIN,Charles Schmaus,Virginia Military Institute,,,0.0,,,,,,,,,,,,,,,1966
37,LAL,Archie Clark,Minnesota,10,725,23581.0,11819,2427,3498,.480,,.769,32.5,16.3,3.3,4.8,64.7,.132,-0.4,2.4,1966
38,BOS,Johnny Austin,Boston College,1,4,61.0,23,7,4,.227,,.813,15.3,5.8,1.8,1.0,-0.1,-.043,,,1966
39,PHI,Ken Wilburn,Central State University,1,7,40.0,18,13,3,.471,,.250,5.7,2.6,1.9,0.4,0.0,.038,,,1966
40,CHI,Jim Williams,Temple,,,0.0,,,,,,,,,,,,,,,1966
41,NYK,Ron Jackson,Clark Atlanta University,,,0.0,,,,,,,,,,,,,,,1966
42,DET,William Pickens,Georgia Southern University,,,0.0,,,,,,,,,,,,,,,1966
43,SFW,Tom Kerwin,Centenary (LA),,,0.0,,,,,,,,,,,,,,,1966
44,STL,Dick Nemelka,BYU,,,0.0,,,,,,,,,,,,,,,1966
45,BAL,John Beasley,Texas A&M,,,0.0,,,,,,,,,,,,,,,1966
46,BAL,Johnny Jones,"California State University, Los Angeles",1,51,475.0,214,114,26,.340,,.618,9.3,4.2,2.2,0.5,-0.5,-.055,,,1966
47,CIN,Rich Parks,Saint Louis,,,0.0,,,,,,,,,,,,,,,1966
48,LAL,Stan Washington,Michigan State,,,0.0,,,,,,,,,,,,,,,1966
49,PHI,Tom Duff,Saint Joseph's,,,0.0,,,,,,,,,,,,,,,1966
50,CHI,Larry Humes,University of Evansville,,,0.0,,,,,,,,,,,,,,,1966
51,NYK,George Fisher,Utah,,,0.0,,,,,,,,,,,,,,,1966
52,DET,Carroll Hooser,SMU,,,0.0,,,,,,,,,,,,,,,1966
53,SFW,Jim Pitts,Northwestern,,,0.0,,,,,,,,,,,,,,,1966
54,STL,Lonnie Wright,Colorado State,,,0.0,,,,,,,,,,,,,,,1966
55,BAL,Jeff Neuman,Penn,,,0.0,,,,,,,,,,,,,,,1966
56,CIN,Steve Cunningham,Western Kentucky,,,0.0,,,,,,,,,,,,,,,1966
57,LAL,Keith Thomas,Vanderbilt,,,0.0,,,,,,,,,,,,,,,1966
58,BOS,Charlie Hunter,Oklahoma City University,,,0.0,,,,,,,,,,,,,,,1966
59,PHI,Red Robbins,Tennessee,,,0.0,,,,,,,,,,,,,,,1966
60,NYK,Mike Dabich,New Mexico State,,,0.0,,,,,,,,,,,,,,,1966
61,DET,Ted Manning,NC Central,,,0.0,,,,,,,,,,,,,,,1966
62,SFW,Lon Hughey,Fresno State,,,0.0,,,,,,,,,,,,,,,1966
63,STL,Jay Neary,UNC Wilmington,,,0.0,,,,,,,,,,,,,,,1966
64,BAL,Dave Mills,DePaul,,,0.0,,,,,,,,,,,,,,,1966
65,CIN,Gary Schull,Florida State,,,0.0,,,,,,,,,,,,,,,1966
66,LAL,Taft Jackson,College of Idaho,,,0.0,,,,,,,,,,,,,,,1966
67,BOS,Gary Ward,Maryland,,,0.0,,,,,,,,,,,,,,,1966
68,CHI,John Comeaux,Grambling State University,,,0.0,,,,,,,,,,,,,,,1966
69,NYK,Mike Silliman,United States Military Academy,1,36,366.0,91,62,23,.456,,.487,10.2,2.5,1.7,0.6,0.3,.037,,,1966
70,DET,George McNeil,Southern Illinois,,,0.0,,,,,,,,,,,,,,,1966
71,SFW,Ken Washington,UCLA,,,0.0,,,,,,,,,,,,,,,1966
72,STL,Bryan Williams,Xavier,,,0.0,,,,,,,,,,,,,,,1966
73,BAL,Roland West,Cincinnati,1,4,14.0,4,5,0,.400,,,3.5,1.0,1.3,0.0,0.0,-.003,,,1966
74,CIN,Ron Krick,Cincinnati,,,0.0,,,,,,,,,,,,,,,1966
75,LAL,John Wetzel,Virginia Tech,7,357,4714.0,1215,682,494,.429,,.810,13.2,3.4,1.9,1.4,6.6,.068,-0.8,0.7,1966
76,BOS,Russ Gumina,San Francisco,,,0.0,,,,,,,,,,,,,,,1966
77,CHI,Stan Curtis,Michigan State,,,0.0,,,,,,,,,,,,,,,1966
78,NYK,Bill Turner,University of Akron,6,294,4060.0,1597,1039,167,.407,,.728,13.8,5.4,3.5,0.6,4.8,.057,,,1966
79,STL,Al Grant,Long Island University,,,0.0,,,,,,,,,,,,,,,1966
80,BAL,Chuck Gardner,Colorado,,,0.0,,,,,,,,,,,,,,,1966
81,CIN,Billy Smith,Loyola Chicago,,,0.0,,,,,,,,,,,,,,,1966
82,LAL,Julian Hammond,Tulsa,,,0.0,,,,,,,,,,,,,,,1966
83,PHI,Pat Caldwell,Rockhurst University,,,0.0,,,,,,,,,,,,,,,1966
84,CHI,Gene Summers,Northern Michigan University,,,0.0,,,,,,,,,,,,,,,1966
85,NYK,Richie Moore,Hiram Scott College,,,0.0,,,,,,,,,,,,,,,1966
86,STL,Don Yates,Minnesota,,,0.0,,,,,,,,,,,,,,,1966
87,BAL,Guy Manning,Prairie View A&M University,,,0.0,,,,,,,,,,,,,,,1966
88,CIN,Freddie Lewis,Arizona State,2,64,886.0,373,91,96,.401,,.771,13.8,5.8,1.4,1.5,0.6,.031,-3.7,-0.2,1966
89,LAL,Mike Rooney,Oklahoma,,,0.0,,,,,,,,,,,,,,,1966
90,PHI,Bob Bedell,Stanford,,,0.0,,,,,,,,,,,,,,,1966
91,CHI,Don Swanson,DePaul,,,0.0,,,,,,,,,,,,,,,1966
92,NYK,Rich Dyer,NYU,,,0.0,,,,,,,,,,,,,,,1966
93,STL,Curt Gammell,Pacific Lutheran University,,,0.0,,,,,,,,,,,,,,,1966
94,BAL,Stan McKenzie,NYU,7,396,7479.0,3579,1117,611,.444,,.802,18.9,9.0,2.8,1.5,14.5,.093,-5.2,-0.1,1966
95,CIN,R.B. Lynam,Oklahoma Baptist University,,,0.0,,,,,,,,,,,,,,,1966
96,LAL,George Grams,Purdue,,,0.0,,,,,,,,,,,,,,,1966
97,CHI,Carver Clinton,Penn State,,,0.0,,,,,,,,,,,,,,,1966
98,NYK,Dave Deutsch,University of Rochester,1,19,93.0,21,21,15,.167,,.450,4.9,1.1,1.1,0.8,-0.5,-.240,,,1966
99,STL,Lonnie Lynn,Wilberforce University,,,0.0,,,,,,,,,,,,,,,1966
100,BAL,Grant Simmons,Nebraska,,,0.0,,,,,,,,,,,,,,,1966
101,NYK,Bob Bennett,UNC,,,0.0,,,,,,,,,,,,,,,1966
102,STL,Nick Aloi,Bowling Green,,,0.0,,,,,,,,,,,,,,,1966
103,BAL,Al Lopes,Kansas,,,0.0,,,,,,,,,,,,,,,1966
104,STL,Ollie Carter,San Francisco,,,0.0,,,,,,,,,,,,,,,1966
105,BAL,Jim Harter,University of Texas Rio Grande Valley,,,0.0,,,,,,,,,,,,,,,1966
106,STL,Paul Long,Wake Forest,3,71,436.0,274,57,54,.464,,.753,6.1,3.9,0.8,0.8,1.0,.111,,,1966
107,BAL,Howard Bayne,Tennessee,,,0.0,,,,,,,,,,,,,,,1966
108,STL,Eddie Jackson,Bradley,,,0.0,,,,,,,,,,,,,,,1966
109,BAL,Ken Barnes,Wisconsin,,,0.0,,,,,,,,,,,,,,,1966
110,BAL,Chris Pervall,Iowa,,,0.0,,,,,,,,,,,,,,,1966
111,BAL,Jerry Trice,Weber State,,,0.0,,,,,,,,,,,,,,,1966
112,BAL,Gene Visscher,Weber State,,,0.0,,,,,,,,,,,,,,,1966
1,DET,Jimmy Walker,Providence,9,698,23590.0,11655,1860,2429,.461,,.829,33.8,16.7,2.7,3.5,42.9,.087,-1.4,1.4,1967
2,BAL,Earl Monroe,Winston-Salem State,13,926,29636.0,17454,2796,3594,.464,,.807,32.0,18.8,3.0,3.9,77.4,.125,0.8,9.8,1967
3,CHI,Clem Haskins,Western Kentucky,9,681,17624.0,8743,2087,2382,.449,,.792,25.9,12.8,3.1,3.5,35.8,.097,-0.1,1.5,1967
4,DET,Sonny Dove,St. John's,2,57,398.0,174,114,23,.394,,.581,7.0,3.1,2.0,0.4,0.0,-.003,,,1967
5,NYK,Walt Frazier,Southern Illinois,13,825,30965.0,15581,4830,5040,.490,,.786,37.5,18.9,5.9,6.1,113.5,.176,2.5,15.5,1967
6,SEA,Al Tucker,Oklahoma Baptist University,3,257,5348.0,2431,1283,230,.453,,.702,20.8,9.5,5.0,0.9,7.2,.065,,,1967
7,SDR,Pat Riley,Kentucky,9,528,8187.0,3906,855,913,.414,,.705,15.5,7.4,1.6,1.7,4.5,.026,-4.7,-2.2,1967
8,STL,Tom Workman,Seattle University,2,43,187.0,109,52,5,.432,,.711,4.3,2.5,1.2,0.1,0.4,.107,,,1967
9,CIN,Mel Daniels,New Mexico,1,11,126.0,39,34,6,.371,,.565,11.5,3.5,3.1,0.5,0.0,-.002,-4.3,-0.1,1967
10,SFW,Dave Lattin,Texas-El Paso,2,112,1244.0,506,427,62,.400,,.644,11.1,4.5,3.8,0.6,0.7,.028,,,1967
11,BOS,Mal Graham,NYU,2,70,889.0,327,118,75,.398,,.657,12.7,4.7,1.7,1.1,0.8,.043,,,1967
12,PHI,Craig Raymond,BYU,1,27,177.0,55,68,8,.344,,.647,6.6,2.0,2.5,0.3,0.0,-.001,,,1967
13,BAL,Jimmy Jones,Grambling State University,3,140,2590.0,901,272,283,.505,,.738,18.5,6.4,1.9,2.0,6.2,.115,-0.4,1.0,1967
14,DET,Steve Sullivan,Georgetown,,,0.0,,,,,,,,,,,,,,,1967
15,CHI,Byron Beck,Denver,1,53,480.0,250,96,33,.435,,.818,9.1,4.7,1.8,0.6,0.8,.078,-3.1,-0.1,1967
16,LAL,Randy Mahaffey,Clemson,,,0.0,,,,,,,,,,,,,,,1967
17,NYK,Phil Jackson,University of North Dakota,12,807,14201.0,5428,3454,898,.453,,.736,17.6,6.7,4.3,1.1,29.3,.099,-0.9,2.4,1967
18,SDR,Bob Netolicky,Drake University,,,0.0,,,,,,,,,,,,,,,1967
19,SEA,Bob Rule,Colorado State,8,403,11862.0,7007,3333,594,.461,,.686,29.4,17.4,8.3,1.5,22.7,.092,-3.1,-0.2,1967
20,BAL,Malkin Strong,Seattle University,,,0.0,,,,,,,,,,,,,,,1967
21,DET,Darrell Hardy,Baylor,,,0.0,,,,,,,,,,,,,,,1967
22,CHI,John Dickson,Arkansas State University,,,0.0,,,,,,,,,,,,,,,1967
23,LAL,Dwight Smith,Western Kentucky,,,0.0,,,,,,,,,,,,,,,1967
24,NYK,Gary Gregor,South Carolina,4,296,7397.0,2905,2065,436,.431,,.715,25.0,9.8,7.0,1.5,2.6,.017,,,1967
25,STL,Bob Verga,Duke,1,21,216.0,104,18,17,.452,,.625,10.3,5.0,0.9,0.8,0.1,.032,-2.9,0.0,1967
26,CIN,Gary Gray,Oklahoma City University,1,44,276.0,105,23,26,.366,,.700,6.3,2.4,0.5,0.6,-0.5,-.093,,,1967
27,SFW,Bill Turner,University of Akron,6,294,4060.0,1597,1039,167,.407,,.728,13.8,5.4,3.5,0.6,4.8,.057,,,1967
28,CIN,Sam Smith,Kentucky Wesleyan College,,,0.0,,,,,,,,,,,,,,,1967
29,SDR,Richie Moore,Hiram Scott College,,,0.0,,,,,,,,,,,,,,,1967
30,SEA,Sam Singleton,Nebraska-Omaha,,,0.0,,,,,,,,,,,,,,,1967
31,SDR,Nick Jones,Oregon,3,188,2264.0,1003,216,247,.413,,.772,12.0,5.3,1.1,1.3,2.1,.046,,,1967
32,BAL,Al Salvadori,South Carolina,,,0.0,,,,,,,,,,,,,,,1967
33,DET,Ron Franz,Kansas,,,0.0,,,,,,,,,,,,,,,1967
34,CHI,Jim Burns,Northwestern,,3,11.0,4,2,1,.286,,,3.7,1.3,0.7,0.3,-0.1,-.248,,,1967
35,LAL,Cliff Anderson,Saint Joseph's,3,81,581.0,247,103,68,.351,,.593,7.2,3.0,1.3,0.8,0.3,.021,,,1967
36,NYK,Keith Swagerty,University of the Pacific,,,0.0,,,,,,,,,,,,,,,1967
37,STL,Wes Bialosuknia,UConn,,,0.0,,,,,,,,,,,,,,,1967
38,CIN,Louie Dampier,Kentucky,3,232,4431.0,1553,261,643,.488,,.748,19.1,6.7,1.1,2.8,6.7,.073,-1.0,1.1,1967
39,SFW,Bobby Lewis,UNC,4,255,4303.0,1481,533,555,.381,,.712,16.9,5.8,2.1,2.2,1.1,.012,,,1967
40,BOS,Nevil Shed,Texas-El Paso,,,0.0,,,,,,,,,,,,,,,1967
41,SDR,Ron Kozlicki,Northwestern,,,0.0,,,,,,,,,,,,,,,1967
42,SDR,Craig Dill,Michigan,,,0.0,,,,,,,,,,,,,,,1967
43,SEA,Larry Bunce,Utah State University,,,0.0,,,,,,,,,,,,,,,1967
44,BAL,Dexter Westbrook,Providence,,,0.0,,,,,,,,,,,,,,,1967
45,DET,Paul Long,Wake Forest,3,71,436.0,274,57,54,.464,,.753,6.1,3.9,0.8,0.8,1.0,.111,,,1967
46,CHI,Dick Pruet,Jacksonville University,,,0.0,,,,,,,,,,,,,,,1967
47,LAL,Joe Allen,Bradley,,,0.0,,,,,,,,,,,,,,,1967
48,NYK,Barry Leibowitz,Long Island University,,,0.0,,,,,,,,,,,,,,,1967
49,STL,Mike Wittman,Miami (FL),,,0.0,,,,,,,,,,,,,,,1967
50,CIN,Trooper Washington,Cheyney (PA),,,0.0,,,,,,,,,,,,,,,1967
51,SFW,Mike Lynn,UCLA,2,49,428.0,126,68,31,.329,,.667,8.7,2.6,1.4,0.6,-0.3,-.035,,,1967
52,BOS,Mike Redd,Kentucky Wesleyan College,,,0.0,,,,,,,,,,,,,,,1967
53,PHI,Jim Reid,Winston-Salem State,1,6,52.0,21,11,3,.500,,.200,8.7,3.5,1.8,0.5,0.1,.078,,,1967
54,SEA,Plummer Lott,Seattle University,2,67,638.0,147,123,43,.294,,.583,9.5,2.2,1.8,0.6,-1.3,-.101,,,1967
55,SDR,Herb McPherson,Murray State,,,0.0,,,,,,,,,,,,,,,1967
56,BAL,Bob Riedy,Duke,,,0.0,,,,,,,,,,,,,,,1967
57,DET,Vaughn Harper,Syracuse,,,0.0,,,,,,,,,,,,,,,1967
58,CHI,Mal Pradd,Dillard University,,,0.0,,,,,,,,,,,,,,,1967
59,LAL,Gary Keller,Florida,,,0.0,,,,,,,,,,,,,,,1967
60,NYK,Bob Benfield,West Virginia,,,0.0,,,,,,,,,,,,,,,1967
61,STL,John Morrison,Canisius,,,0.0,,,,,,,,,,,,,,,1967
62,CIN,Frank Stronczek,American International College,,,0.0,,,,,,,,,,,,,,,1967
63,SFW,Dale Schlueter,Colorado State,10,586,9624.0,3130,3034,920,.497,,.678,16.4,5.3,5.2,1.6,20.8,.104,-1.0,0.7,1967
64,BOS,Ed Hummer,Princeton,,,0.0,,,,,,,,,,,,,,,1967
65,PHI,Tim Powers,Creighton,,,0.0,,,,,,,,,,,,,,,1967
66,SDR,Robert Cole,Saint Louis,,,0.0,,,,,,,,,,,,,,,1967
67,SEA,Gordon Harris,Washington,,,0.0,,,,,,,,,,,,,,,1967
68,BAL,Ron Perry,Virginia Tech,,,0.0,,,,,,,,,,,,,,,1967
69,DET,Bobby Lloyd,Rutgers University,,,0.0,,,,,,,,,,,,,,,1967
70,CHI,Bob Wolf,Marquette,,,0.0,,,,,,,,,,,,,,,1967
71,LAL,Jamie Thompson,Wichita State,,,0.0,,,,,,,,,,,,,,,1967
72,NYK,Butch Wade,Indiana State University,,,0.0,,,,,,,,,,,,,,,1967
73,STL,Carl Fuller,Bethune-Cookman College,,,0.0,,,,,,,,,,,,,,,1967
74,CIN,Charlie Beasley,SMU,,,0.0,,,,,,,,,,,,,,,1967
75,SFW,Sonny Bustion,Colorado State,,,0.0,,,,,,,,,,,,,,,1967
76,BOS,Edgar Lacey,UCLA,,,0.0,,,,,,,,,,,,,,,1967
77,PHI,Frank Card,South Carolina State,,,0.0,,,,,,,,,,,,,,,1967
78,SEA,Dick Kolberg,UC Santa Barbara,,,0.0,,,,,,,,,,,,,,,1967
79,SDR,Elburt Miller,UNLV,,,0.0,,,,,,,,,,,,,,,1967
80,BAL,Ed Manning,Jackson State University,4,280,4013.0,1418,1264,200,.423,,.702,14.3,5.1,4.5,0.7,4.2,.050,,,1967
81,DET,George Carter,St. Bonaventure,1,1,5.0,3,0,1,.500,,1.000,5.0,3.0,0.0,1.0,0.0,.230,,,1967
82,CHI,Leon Simon,College of Santa Fe,,,0.0,,,,,,,,,,,,,,,1967
83,LAL,Don Carlos,Otterbein College,,,0.0,,,,,,,,,,,,,,,1967
84,NYK,Gil Radday,St. Francis College,,,0.0,,,,,,,,,,,,,,,1967
85,STL,Arvesta Kelly,Lincoln University of Missouri,,,0.0,,,,,,,,,,,,,,,1967
86,CIN,Frank Hollendoner,Georgetown,,,0.0,,,,,,,,,,,,,,,1967
87,SFW,Bob Krulish,University of the Pacific,,,0.0,,,,,,,,,,,,,,,1967
88,BOS,Andy Anderson,Canisius,,,0.0,,,,,,,,,,,,,,,1967
89,PHI,Jim Connelly,Virginia,,,0.0,,,,,,,,,,,,,,,1967
90,SDR,Al Grundy,Saint Joseph's,,,0.0,,,,,,,,,,,,,,,1967
91,SEA,Willie Wolters,Boston College,,,0.0,,,,,,,,,,,,,,,1967
92,BAL,Robert Allen,University of Arkansas at Pine Bluff,,,0.0,,,,,,,,,,,,,,,1967
93,CHI,Ernie Laurent,University of Albuquerque,,,0.0,,,,,,,,,,,,,,,1967
94,LAL,Jay McMillen,Maryland,,,0.0,,,,,,,,,,,,,,,1967
95,NYK,Roy Smith,Kansas State,,,0.0,,,,,,,,,,,,,,,1967
96,STL,Ed Biedenbach,NC State,1,7,18.0,4,2,3,.000,,.667,2.6,0.6,0.3,0.4,-0.1,-.248,,,1967
97,CIN,Ron Sepic,Ohio State,,,0.0,,,,,,,,,,,,,,,1967
98,SFW,Richard Dean,Syracuse,,,0.0,,,,,,,,,,,,,,,1967
